index,roi_id,s2_id,component_id
516,ROI_1190,S2A_MSIL1C_20190524T032541_N0207_R018_T47NPA_20190524T070039,ROI_1190
517,ROI_1190,S2A_MSIL1C_20190703T032541_N0207_R018_T47NPA_20190703T081026,ROI_1190
518,ROI_1190,S2B_MSIL1C_20200314T032539_N0209_R018_T47NPA_20200314T074558,ROI_1190
519,ROI_1190,S2B_MSIL1C_20200413T032529_N0209_R018_T47NPA_20200413T075956,ROI_1190
520,ROI_11924,S2A_MSIL1C_20190211T075041_N0207_R135_T35JQN_20190211T094534,ROI_11924
521,ROI_11924,S2A_MSIL1C_20190303T074821_N0207_R135_T35JQN_20190303T112702,ROI_11924
522,ROI_11924,S2B_MSIL1C_20190308T074749_N0207_R135_T35JQN_20190308T113721,ROI_11924
523,ROI_11924,S2B_MSIL1C_20190407T074619_N0207_R135_T35JQN_20190407T105657,ROI_11924
524,ROI_11924,S2B_MSIL1C_20190606T074619_N0207_R135_T35JQN_20190606T104039,ROI_11924
525,ROI_1200,S2B_MSIL1C_20190821T150729_N0208_R082_T19PDN_20190821T183008,ROI_1200
526,ROI_1200,S2B_MSIL1C_20190824T151709_N0208_R125_T19PDN_20190824T200605,ROI_1200
527,ROI_1200,S2A_MSIL1C_20191107T151711_N0208_R125_T19PDN_20191107T165702,ROI_1200
528,ROI_1200,S2A_MSIL1C_20191207T151701_N0208_R125_T19PDN_20191207T165756,ROI_1200
529,ROI_1200,S2A_MSIL1C_20200505T151711_N0209_R125_T19PDN_20200505T184117,ROI_1200
530,ROI_12023,S2A_MSIL1C_20181219T133221_N0207_R081_T23MMR_20181219T150918,ROI_12023
531,ROI_12023,S2A_MSIL1C_20190617T133231_N0207_R081_T23MMR_20190617T151235,ROI_12023
532,ROI_12023,S2A_MSIL1C_20190816T133231_N0208_R081_T23MMR_20190816T151036,ROI_12023
533,ROI_12023,S2A_MSIL1C_20200412T133221_N0209_R081_T23MMR_20200412T151311,ROI_12023
534,ROI_12023,S2A_MSIL1C_20200721T133231_N0209_R081_T23MMR_20200721T164755,ROI_12023
535,ROI_1218,S2A_MSIL1C_20181227T160501_N0207_R054_T16PGS_20181227T192749,ROI_1218
536,ROI_1218,S2A_MSIL1C_20190116T160511_N0207_R054_T16PGS_20190116T192615,ROI_1218
537,ROI_1218,S2A_MSIL1C_20190205T160511_N0207_R054_T16PGS_20190205T192459,ROI_1218
538,ROI_1218,S2B_MSIL1C_20190720T160519_N0208_R054_T16PGS_20190720T205618,ROI_1218
539,ROI_1218,S2A_MSIL1C_20191023T160511_N0208_R054_T16PGS_20191023T192629,ROI_1218
540,ROI_1232,S2A_MSIL1C_20190307T155111_N0207_R054_T18UXV_20190307T192618,ROI_1232
541,ROI_1232,S2A_MSIL1C_20190705T154911_N0207_R054_T18UXV_20190705T210300,ROI_1232
542,ROI_1232,S2B_MSIL1C_20190908T154809_N0208_R054_T18UXV_20190908T192723,ROI_1232
543,ROI_1232,S2A_MSIL1C_20200321T154931_N0209_R054_T18UXV_20200321T192713,ROI_1232
544,ROI_1232,S2A_MSIL1C_20200520T154911_N0209_R054_T18UXV_20200520T193109,ROI_1232
545,ROI_1237,S2B_MSIL1C_20190507T174919_N0207_R141_T14VNK_20190507T194854,ROI_1237
546,ROI_1237,S2B_MSIL1C_20190904T174909_N0208_R141_T14VNK_20190904T211945,ROI_1237
547,ROI_1237,S2B_MSIL1C_20200603T175909_N0209_R041_T14VNK_20200603T213602,ROI_1237
548,ROI_1237,S2B_MSIL1C_20200627T173909_N0209_R098_T14VNK_20200627T210124,ROI_1237
549,ROI_1237,S2B_MSIL1C_20200720T174909_N0209_R141_T14VNK_20200720T210901,ROI_1237
550,ROI_1245,S2B_MSIL1C_20190608T014659_N0207_R017_T56WMU_20190608T033346,ROI_1245
551,ROI_1245,S2B_MSIL1C_20190612T012659_N0207_R074_T56WMU_20190612T031424,ROI_1245
552,ROI_1245,S2A_MSIL1C_20190617T012701_N0207_R074_T56WMU_20190617T032421,ROI_1245
553,ROI_1245,S2B_MSIL1C_20190804T013659_N0208_R117_T56WMU_20190804T032116,ROI_1245
554,ROI_1245,S2A_MSIL1C_20200614T013701_N0209_R117_T56WMU_20200614T040226,ROI_1245
555,ROI_1256,S2B_MSIL1C_20190720T054649_N0208_R048_T45WWN_20190720T092848,ROI_1256
556,ROI_1256,S2A_MSIL1C_20190801T053651_N0208_R005_T45WWN_20190801T083313,ROI_1256
557,ROI_1256,S2B_MSIL1C_20190816T053649_N0208_R005_T45WWN_20190816T091828,ROI_1256
558,ROI_1256,S2A_MSIL1C_20200726T053651_N0209_R005_T45WWN_20200726T074502,ROI_1256
559,ROI_1256,S2A_MSIL1C_20200729T054641_N0209_R048_T45WWN_20200729T085637,ROI_1256
560,ROI_1261,S2A_MSIL1C_20191122T125311_N0208_R052_T23KRS_20191122T141819,ROI_1261
561,ROI_1261,S2B_MSIL1C_20191227T125309_N0208_R052_T24KTB_20191227T132630,ROI_1261
562,ROI_1261,S2B_MSIL1C_20200129T130239_N0208_R095_T24KTB_20200129T133934,ROI_1261
563,ROI_1261,S2A_MSIL1C_20200520T125311_N0209_R052_T24KTB_20200520T142638,ROI_1261
564,ROI_1261,S2B_MSIL1C_20200624T125309_N0209_R052_T24KTB_20200624T142256,ROI_1261
565,ROI_1276,S2A_MSIL1C_20191028T031831_N0208_R118_T49RBN_20191028T061127,ROI_1276
566,ROI_1276,S2A_MSIL1C_20191031T032851_N0208_R018_T49RBN_20191031T062949,ROI_1276
567,ROI_1276,S2A_MSIL1C_20200129T033001_N0208_R018_T49RBN_20200130T153924,ROI_1276
568,ROI_1276,S2A_MSIL1C_20200604T031551_N0209_R118_T49RBN_20200604T062646,ROI_1276
569,ROI_1276,S2A_MSIL1C_20200624T031551_N0209_R118_T49RBN_20200624T061632,ROI_1276
570,ROI_1280,S2B_MSIL1C_20190922T034539_N0208_R104_T48UXU_20190922T072411,ROI_1280
571,ROI_1280,S2B_MSIL1C_20200611T035539_N0209_R004_T48UXU_20200611T064246,ROI_1280
572,ROI_1280,S2A_MSIL1C_20200616T035541_N0209_R004_T48UXU_20200616T070547,ROI_1280
573,ROI_1280,S2A_MSIL1C_20200623T034541_N0209_R104_T48UXU_20200623T065537,ROI_1280
574,ROI_1280,S2A_MSIL1C_20200706T035541_N0209_R004_T48UXU_20200706T070203,ROI_1280
575,ROI_1298,S2B_MSIL1C_20190513T080619_N0207_R078_T38UNA_20190513T103156,ROI_1298
576,ROI_1298,S2B_MSIL1C_20190629T075619_N0207_R035_T38UNA_20190629T095844,ROI_1298
577,ROI_1298,S2A_MSIL1C_20200608T075621_N0209_R035_T38UNA_20200608T094823,ROI_1298
578,ROI_1298,S2A_MSIL1C_20200628T075611_N0209_R035_T38UNA_20200628T093208,ROI_1298
579,ROI_1298,S2B_MSIL1C_20200723T075609_N0209_R035_T38UNA_20200724T174316,ROI_1298
580,ROI_1321,S2B_MSIL1C_20191023T070229_N0208_R120_T39LTD_20191023T115849,ROI_1321
581,ROI_1321,S2A_MSIL1C_20200205T070221_N0209_R120_T39LTD_20200205T083320,ROI_1321
582,ROI_1321,S2A_MSIL1C_20200316T070221_N0209_R120_T38LRJ_20200316T103205,ROI_1321
583,ROI_1321,S2B_MSIL1C_20200619T070229_N0209_R120_T39LTD_20200619T101655,ROI_1321
584,ROI_1321,S2A_MSIL1C_20200714T070231_N0209_R120_T39LTD_20200714T103319,ROI_1321
585,ROI_1322,S2A_MSIL1C_20191207T070221_N0208_R120_T39KTB_20191207T080332,ROI_1322
586,ROI_1322,S2A_MSIL1C_20200405T070221_N0209_R120_T39KTB_20200405T084135,ROI_1322
587,ROI_1322,S2A_MSIL1C_20200515T070231_N0209_R120_T39KTB_20200515T103224,ROI_1322
588,ROI_1322,S2A_MSIL1C_20200604T070231_N0209_R120_T38KRG_20200604T094754,ROI_1322
589,ROI_1322,S2A_MSIL1C_20200714T070231_N0209_R120_T38KRG_20200714T103319,ROI_1322
590,ROI_1330,S2B_MSIL1C_20181213T140049_N0207_R067_T21JTF_20181213T154003,ROI_1330
591,ROI_1330,S2B_MSIL1C_20190112T140049_N0207_R067_T21JTF_20190112T154125,ROI_1330
592,ROI_1330,S2A_MSIL1C_20200401T140051_N0209_R067_T21JTF_20200401T172125,ROI_1330
593,ROI_1330,S2A_MSIL1C_20200620T140101_N0209_R067_T21JTF_20200620T154118,ROI_1330
594,ROI_1330,S2A_MSIL1C_20200730T140101_N0209_R067_T21JTF_20200730T154952,ROI_1330
595,ROI_1333,S2B_MSIL1C_20190201T170529_N0207_R069_T14QND_20190201T202822,ROI_1333
596,ROI_1333,S2B_MSIL1C_20190830T165849_N0208_R069_T14QND_20190830T203424,ROI_1333
597,ROI_1333,S2B_MSIL1C_20191228T170719_N0208_R069_T14QND_20191228T202414,ROI_1333
598,ROI_1333,S2A_MSIL1C_20200607T164901_N0209_R026_T14QND_20200607T221231,ROI_1333
599,ROI_1333,S2B_MSIL1C_20200725T165849_N0209_R069_T14QND_20200725T202810,ROI_1333
600,ROI_1346,S2B_MSIL1C_20190212T181459_N0207_R084_T14VMN_20190212T214307,ROI_1346
601,ROI_1346,S2B_MSIL1C_20190811T180929_N0208_R084_T14VMN_20190811T201044,ROI_1346
602,ROI_1346,S2A_MSIL1C_20191005T181221_N0208_R084_T14VMN_20191005T214637,ROI_1346
603,ROI_1346,S2B_MSIL1C_20200613T175919_N0209_R041_T14VMN_20200613T195924,ROI_1346
604,ROI_1346,S2A_MSIL1C_20200718T175921_N0209_R041_T14VMN_20200718T213830,ROI_1346
605,ROI_1348,S2B_MSIL1C_20190818T112119_N0208_R037_T28QDD_20190818T131851,ROI_1348
606,ROI_1348,S2B_MSIL1C_20190831T113319_N0208_R080_T28QDD_20190831T151225,ROI_1348
607,ROI_1348,S2A_MSIL1C_20191114T113331_N0208_R080_T28QDD_20191114T120208,ROI_1348
608,ROI_1348,S2A_MSIL1C_20200113T113431_N0208_R080_T28QDD_20200113T120222,ROI_1348
609,ROI_1348,S2B_MSIL1C_20200427T113319_N0209_R080_T28QDD_20200427T133029,ROI_1348
610,ROI_1368,S2B_MSIL1C_20190801T012709_N0208_R074_T55VEH_20190801T031142,ROI_1368
611,ROI_1368,S2B_MSIL1C_20190906T014659_N0208_R017_T55VEH_20190906T033415,ROI_1368
612,ROI_1368,S2B_MSIL1C_20190910T012659_N0208_R074_T55VEH_20190910T031217,ROI_1368
613,ROI_1368,S2B_MSIL1C_20200527T012659_N0209_R074_T55VEH_20200527T031553,ROI_1368
614,ROI_1368,S2A_MSIL1C_20200624T013701_N0209_R117_T55VEH_20200624T034310,ROI_1368
615,ROI_1369,S2B_MSIL1C_20190507T024559_N0207_R132_T53WNM_20190507T040722,ROI_1369
616,ROI_1369,S2B_MSIL1C_20190723T023559_N0208_R089_T53WNM_20190723T041026,ROI_1369
617,ROI_1369,S2A_MSIL1C_20190909T024551_N0208_R132_T53WNM_20190909T041019,ROI_1369
618,ROI_1369,S2A_MSIL1C_20200712T023551_N0209_R089_T53WNM_20200712T041235,ROI_1369
619,ROI_1369,S2B_MSIL1C_20200724T022549_N0209_R046_T53WNM_20200724T041011,ROI_1369
620,ROI_1392,S2A_MSIL1C_20180509T101031_N0206_R022_T32SNE_20180509T153413,ROI_1392
621,ROI_1392,S2A_MSIL1C_20181115T101251_N0207_R022_T32SNE_20181115T122306,ROI_1392
622,ROI_1392,S2B_MSIL1C_20200121T100229_N0208_R122_T32SNE_20200121T120102,ROI_1392
623,ROI_1392,S2A_MSIL1C_20200408T101021_N0209_R022_T32SNE_20200408T171107,ROI_1392
624,ROI_1392,S2A_MSIL1C_20200614T100031_N0209_R122_T32SNE_20200614T121308,ROI_1392
625,ROI_1395,S2A_MSIL1C_20190612T053641_N0207_R005_T44UQE_20190612T084320,ROI_1395
626,ROI_1395,S2A_MSIL1C_20190811T053651_N0208_R005_T45UUV_20190811T083700,ROI_1395
627,ROI_1395,S2B_MSIL1C_20190823T052649_N0208_R105_T45UUV_20190823T081841,ROI_1395
628,ROI_1395,S2A_MSIL1C_20190917T052651_N0208_R105_T45UUV_20190917T140300,ROI_1395
629,ROI_1395,S2A_MSIL1C_20200606T053651_N0209_R005_T44UQE_20200606T073535,ROI_1395
630,ROI_1399,S2B_MSIL1C_20190305T073809_N0207_R092_T36KWV_20190305T125528,ROI_1399
631,ROI_1399,S2A_MSIL1C_20190526T072621_N0207_R049_T36KWV_20190526T102951,ROI_1399
632,ROI_1399,S2A_MSIL1C_20191105T074111_N0208_R092_T36KWV_20191105T094013,ROI_1399
633,ROI_1399,S2A_MSIL1C_20200420T072621_N0209_R049_T36KWV_20200420T105754,ROI_1399
634,ROI_1399,S2B_MSIL1C_20200508T073609_N0209_R092_T36KWV_20200508T103522,ROI_1399
635,ROI_1400,S2B_MSIL1C_20190606T131249_N0207_R138_T24LTR_20190606T133303,ROI_1400
636,ROI_1400,S2B_MSIL1C_20191004T131249_N0208_R138_T23LRL_20191004T133425,ROI_1400
637,ROI_1400,S2A_MSIL1C_20191108T131251_N0208_R138_T23LRL_20191108T144221,ROI_1400
638,ROI_1400,S2B_MSIL1C_20200312T131239_N0209_R138_T24LTR_20200312T135631,ROI_1400
639,ROI_1400,S2B_MSIL1C_20200730T131249_N0209_R138_T23LRL_20200730T133604,ROI_1400
640,ROI_1403,S2B_MSIL1C_20191115T083119_N0208_R021_T34KCE_20191115T110638,ROI_1403
641,ROI_1403,S2B_MSIL1C_20200114T083219_N0208_R021_T34KCE_20200114T104959,ROI_1403
642,ROI_1403,S2A_MSIL1C_20200228T082901_N0209_R021_T34KCE_20200228T102915,ROI_1403
643,ROI_1403,S2B_MSIL1C_20200314T082719_N0209_R021_T34KCE_20200314T122414,ROI_1403
644,ROI_1403,S2B_MSIL1C_20200712T082609_N0209_R021_T34KCE_20200712T122154,ROI_1403
645,ROI_1423,S2A_MSIL1C_20190508T180921_N0207_R084_T12STF_20190508T232812,ROI_1423
646,ROI_1423,S2B_MSIL1C_20190602T180929_N0207_R084_T11SQA_20190602T213736,ROI_1423
647,ROI_1423,S2A_MSIL1C_20190809T181921_N0208_R127_T12STF_20190809T215422,ROI_1423
648,ROI_1423,S2A_MSIL1C_20190918T182021_N0208_R127_T12STF_20190918T233842,ROI_1423
649,ROI_1423,S2B_MSIL1C_20200128T181609_N0208_R084_T11SQA_20200128T200312,ROI_1423
650,ROI_1424,S2A_MSIL1C_20190322T182031_N0207_R127_T11SQV_20190322T215628,ROI_1424
651,ROI_1424,S2A_MSIL1C_20190508T180921_N0207_R084_T12STE_20190508T232812,ROI_1424
652,ROI_1424,S2A_MSIL1C_20190521T181921_N0207_R127_T12STE_20190521T232418,ROI_1424
653,ROI_1424,S2B_MSIL1C_20191023T182419_N0208_R127_T12STE_20191023T215755,ROI_1424
654,ROI_1424,S2A_MSIL1C_20200303T181231_N0209_R084_T12STE_20200303T214055,ROI_1424
655,ROI_1435,S2A_MSIL1C_20190407T083601_N0207_R064_T33KXS_20190407T121919,ROI_1435
656,ROI_1435,S2B_MSIL1C_20190701T083609_N0207_R064_T33KXS_20190701T122230,ROI_1435
657,ROI_1435,S2A_MSIL1C_20200112T084321_N0208_R064_T33KXS_20200112T103541,ROI_1435
658,ROI_1435,S2A_MSIL1C_20200201T084151_N0208_R064_T33KXS_20200201T104312,ROI_1435
659,ROI_1435,S2A_MSIL1C_20200312T083731_N0209_R064_T33KXS_20200312T104301,ROI_1435
660,ROI_1447,S2B_MSIL1C_20190501T190919_N0207_R056_T11VPL_20190501T210047,ROI_1447
661,ROI_1447,S2B_MSIL1C_20190610T190919_N0207_R056_T11VPL_20190610T210323,ROI_1447
662,ROI_1447,S2B_MSIL1C_20190713T191919_N0208_R099_T11VPL_20190713T211913,ROI_1447
663,ROI_1447,S2A_MSIL1C_20190910T185931_N0208_R013_T11VPL_20190910T223748,ROI_1447
664,ROI_1447,S2B_MSIL1C_20200624T190919_N0209_R056_T12VUR_20200624T210548,ROI_1447
665,ROI_1580,S2B_MSIL1C_20180526T105029_N0206_R051_T31UDP_20180526T143434,ROI_1580
666,ROI_1580,S2B_MSIL1C_20181212T105439_N0207_R051_T31UDP_20181212T111331,ROI_1580
667,ROI_1580,S2B_MSIL1C_20181222T105449_N0207_R051_T31UDP_20181222T111320,ROI_1580
668,ROI_1580,S2A_MSIL1C_20190215T105131_N0207_R051_T31UDP_20190215T112355,ROI_1580
669,ROI_1580,S2B_MSIL1C_20190720T105039_N0208_R051_T31UDP_20190720T131057,ROI_1580
670,ROI_1661,S2A_MSIL1C_20180107T093351_N0206_R136_T34SCC_20180107T120431,ROI_1661
671,ROI_1661,S2B_MSIL1C_20180320T092019_N0206_R093_T34SCC_20180320T130645,ROI_1661
672,ROI_1661,S2B_MSIL1C_20180402T093029_N0206_R136_T34SCC_20180402T104630,ROI_1661
673,ROI_1661,S2A_MSIL1C_20190320T092031_N0207_R093_T34SCC_20190320T130142,ROI_1661
674,ROI_1661,S2B_MSIL1C_20190328T093039_N0207_R136_T34SCC_20190328T131138,ROI_1661
675,ROI_1952,S2B_MSIL1C_20200328T030539_N0209_R075_T50TLP_20200328T061148,ROI_1952
676,ROI_1952,S2B_MSIL1C_20190314T030539_N0207_R075_T50TLP_20190314T064353,ROI_1952
677,ROI_1952,S2A_MSIL1C_20190630T031541_N0207_R118_T50TLP_20190630T060803,ROI_1952
678,ROI_1952,S2B_MSIL1C_20190804T031549_N0208_R118_T50TLP_20190804T055618,ROI_1952
679,ROI_1952,S2B_MSIL1C_20200729T031539_N0209_R118_T50TLP_20200729T073755,ROI_1952
680,ROI_2193,S2B_MSIL1C_20180625T105029_N0206_R051_T31UEQ_20180625T125829,ROI_2193
681,ROI_2193,S2B_MSIL1C_20191018T105039_N0208_R051_T31UEQ_20191018T130953,ROI_2193
682,ROI_2193,S2B_MSIL1C_20191117T105229_N0208_R051_T31UEQ_20191117T125344,ROI_2193
683,ROI_2193,S2B_MSIL1C_20200116T105309_N0208_R051_T31UEQ_20200116T115704,ROI_2193
684,ROI_2193,S2B_MSIL1C_20200714T104619_N0209_R051_T31UEQ_20200714T132358,ROI_2193
685,ROI_2299,S2B_MSIL1C_20190608T182929_N0207_R027_T11TNH_20190608T215759,ROI_2299
686,ROI_2299,S2B_MSIL1C_20190721T183929_N0208_R070_T11TNH_20190721T220716,ROI_2299
687,ROI_2299,S2A_MSIL1C_20190911T182921_N0208_R027_T11TNH_20190911T234249,ROI_2299
688,ROI_2299,S2B_MSIL1C_20200403T182919_N0209_R027_T11TNH_20200403T220512,ROI_2299
689,ROI_2299,S2B_MSIL1C_20200602T182919_N0209_R027_T11TNH_20200602T220412,ROI_2299
690,ROI_2301,S2A_MSIL1C_20190507T183921_N0207_R070_T11TMG_20190507T233822,ROI_2301
691,ROI_2301,S2B_MSIL1C_20190601T183929_N0207_R070_T11TMG_20190601T215931,ROI_2301
692,ROI_2301,S2A_MSIL1C_20190904T183921_N0208_R070_T11TMG_20190904T234105,ROI_2301
693,ROI_2301,S2B_MSIL1C_20191108T184559_N0208_R070_T11TMG_20191108T202942,ROI_2301
694,ROI_2301,S2A_MSIL1C_20200521T183921_N0209_R070_T11TMG_20200521T221446,ROI_2301
695,ROI_2519,S2B_MSIL1C_20190206T144729_N0207_R139_T19LCD_20190206T181004,ROI_2519
696,ROI_2519,S2B_MSIL1C_20191103T144729_N0208_R139_T19LCD_20191103T180904,ROI_2519
697,ROI_2519,S2A_MSIL1C_20191121T145731_N0208_R039_T19LCD_20191121T181043,ROI_2519
698,ROI_2519,S2B_MSIL1C_20191203T144719_N0208_R139_T19LCD_20191203T162948,ROI_2519
699,ROI_2519,S2B_MSIL1C_20200730T144729_N0209_R139_T19LCD_20200730T181814,ROI_2519
700,ROI_2537,S2B_MSIL1C_20190112T140049_N0207_R067_T20HNG_20190112T171707,ROI_2537
701,ROI_2537,S2A_MSIL1C_20190805T140101_N0208_R067_T20HNG_20190805T172104,ROI_2537
702,ROI_2537,S2B_MSIL1C_20191002T141049_N0208_R110_T20HNG_20191002T173302,ROI_2537
703,ROI_2537,S2B_MSIL1C_20200120T140639_N0208_R110_T20HNG_20200120T173103,ROI_2537
704,ROI_2537,S2A_MSIL1C_20200312T140051_N0209_R067_T20HNG_20200312T153923,ROI_2537
705,ROI_2582,S2A_MSIL1C_20190117T140051_N0207_R067_T20HPH_20190117T154028,ROI_2582
706,ROI_2582,S2A_MSIL1C_20190318T140051_N0207_R067_T20HPH_20190318T190346,ROI_2582
707,ROI_2582,S2B_MSIL1C_20191009T140059_N0208_R067_T20HPH_20191009T190350,ROI_2582
708,ROI_2582,S2B_MSIL1C_20191208T140049_N0208_R067_T20HPH_20191208T153903,ROI_2582
709,ROI_2582,S2B_MSIL1C_20200206T135639_N0209_R067_T20HPH_20200206T171852,ROI_2582
710,ROI_2696,S2B_MSIL1C_20190109T152639_N0207_R025_T18NXM_20190109T184636,ROI_2696
711,ROI_2696,S2A_MSIL1C_20190404T152641_N0207_R025_T18NXM_20190404T221735,ROI_2696
712,ROI_2696,S2B_MSIL1C_20200104T152639_N0208_R025_T18NXM_20200104T184611,ROI_2696
713,ROI_2696,S2A_MSIL1C_20200218T152631_N0209_R025_T18NXM_20200218T185233,ROI_2696
714,ROI_2696,S2B_MSIL1C_20200304T152639_N0209_R025_T18NXM_20200304T201821,ROI_2696
715,ROI_2780,S2A_MSIL1C_20190323T074611_N0207_R135_T35HLB_20190323T105832,ROI_2780
716,ROI_2780,S2A_MSIL1C_20190525T075611_N0207_R035_T35HLB_20190525T101153,ROI_2780
717,ROI_2780,S2A_MSIL1C_20191218T075331_N0208_R135_T35HLB_20191218T093801,ROI_2780
718,ROI_2780,S2B_MSIL1C_20200112T075209_N0208_R135_T35HLB_20200112T100140,ROI_2780
719,ROI_2780,S2B_MSIL1C_20200404T075609_N0209_R035_T35HLB_20200404T113617,ROI_2780
720,ROI_2874,S2B_MSIL1C_20180411T100029_N0206_R122_T33TWL_20180411T134414,ROI_2874
721,ROI_2874,S2B_MSIL1C_20190406T100029_N0207_R122_T33TWL_20190406T125021,ROI_2874
722,ROI_2874,S2B_MSIL1C_20190605T100039_N0207_R122_T33TWL_20190605T134619,ROI_2874
723,ROI_2874,S2B_MSIL1C_20190705T100039_N0207_R122_T33TWL_20190705T121033,ROI_2874
724,ROI_2874,S2B_MSIL1C_20190913T100029_N0208_R122_T33TWL_20190913T134222,ROI_2874
725,ROI_3168,S2A_MSIL1C_20190401T063631_N0207_R120_T43WEN_20190401T074837,ROI_3168
726,ROI_3168,S2A_MSIL1C_20190421T063631_N0207_R120_T43WEN_20190421T094305,ROI_3168
727,ROI_3168,S2A_MSIL1C_20190623T064631_N0207_R020_T43WEN_20190623T084715,ROI_3168
728,ROI_3168,S2A_MSIL1C_20190717T062631_N0208_R077_T43WEN_20190717T083455,ROI_3168
729,ROI_3168,S2B_MSIL1C_20200712T064629_N0209_R020_T43WEN_20200712T094206,ROI_3168
730,ROI_3188,S2A_MSIL1C_20190319T080641_N0207_R078_T38UPD_20190319T103059,ROI_3188
731,ROI_3188,S2B_MSIL1C_20190629T075619_N0207_R035_T38UPD_20190629T095844,ROI_3188
732,ROI_3188,S2A_MSIL1C_20190704T075611_N0207_R035_T38UPD_20190704T092324,ROI_3188
733,ROI_3188,S2A_MSIL1C_20191015T080911_N0208_R078_T38UPD_20191015T094237,ROI_3188
734,ROI_3188,S2A_MSIL1C_20200212T081041_N0209_R078_T38UPD_20200212T083415,ROI_3188
735,ROI_3257,S2A_MSIL1C_20190310T073731_N0207_R092_T39VXE_20190310T090820,ROI_3257
736,ROI_3257,S2B_MSIL1C_20190414T073619_N0207_R092_T39VXE_20190414T094106,ROI_3257
737,ROI_3257,S2B_MSIL1C_20190626T074619_N0207_R135_T39VXE_20190626T095007,ROI_3257
738,ROI_3257,S2A_MSIL1C_20190906T073611_N0208_R092_T39VXE_20190906T090624,ROI_3257
739,ROI_3257,S2B_MSIL1C_20200607T073619_N0209_R092_T39VXE_20200607T093757,ROI_3257
740,ROI_3381,S2B_MSIL1C_20190507T174919_N0207_R141_T14VNJ_20190507T194854,ROI_3381
741,ROI_3381,S2A_MSIL1C_20190718T173911_N0208_R098_T14VNJ_20190718T212137,ROI_3381
742,ROI_3381,S2A_MSIL1C_20190916T173951_N0208_R098_T14VNJ_20190916T211426,ROI_3381
743,ROI_3381,S2B_MSIL1C_20200322T174919_N0209_R141_T14VNJ_20200322T210819,ROI_3381
744,ROI_3381,S2A_MSIL1C_20200615T174911_N0209_R141_T14VNJ_20200615T212557,ROI_3381
745,ROI_3449,S2B_MSIL1C_20190223T130249_N0207_R095_T23KRV_20190223T162003,ROI_3449
746,ROI_3449,S2B_MSIL1C_20190315T130249_N0207_R095_T24KTE_20190315T162042,ROI_3449
747,ROI_3449,S2B_MSIL1C_20190802T130259_N0208_R095_T24KTE_20190802T143452,ROI_3449
748,ROI_3449,S2A_MSIL1C_20191215T130241_N0208_R095_T23KRV_20191215T142952,ROI_3449
749,ROI_3449,S2B_MSIL1C_20200129T130239_N0208_R095_T24KTE_20200129T133934,ROI_3449
750,ROI_3466,S2B_MSIL1C_20181224T120639_N0207_R080_T24FXF_20181224T131408,ROI_3466
751,ROI_3466,S2A_MSIL1C_20190329T120641_N0207_R080_T24FXF_20190329T133700,ROI_3466
752,ROI_3466,S2B_MSIL1C_20191020T120649_N0208_R080_T24FXF_20191020T133136,ROI_3466
753,ROI_3466,S2B_MSIL1C_20200308T120639_N0209_R080_T24FXF_20200308T132050,ROI_3466
754,ROI_3466,S2A_MSIL1C_20200405T121641_N0209_R123_T24FXF_20200405T133341,ROI_3466
755,ROI_3652,S2A_MSIL1C_20180708T101031_N0206_R022_T32SME_20180708T122246,ROI_3652
756,ROI_3652,S2A_MSIL1C_20181006T101021_N0206_R022_T32SME_20181006T122531,ROI_3652
757,ROI_3652,S2A_MSIL1C_20190213T101131_N0207_R022_T32SME_20190213T153346,ROI_3652
758,ROI_3652,S2A_MSIL1C_20190911T101021_N0208_R022_T32SME_20190911T135617,ROI_3652
759,ROI_3652,S2A_MSIL1C_20200309T101021_N0209_R022_T32SME_20200309T121430,ROI_3652
760,ROI_3815,S2A_MSIL1C_20190326T075611_N0207_R035_T35LQK_20190326T132532,ROI_3815
761,ROI_3815,S2B_MSIL1C_20190413T080609_N0207_R078_T35LQK_20190413T121626,ROI_3815
762,ROI_3815,S2A_MSIL1C_20200222T080931_N0209_R078_T35LQK_20200222T110050,ROI_3815
763,ROI_3815,S2A_MSIL1C_20200419T075611_N0209_R035_T35LQK_20200419T095853,ROI_3815
764,ROI_3815,S2A_MSIL1C_20200422T080611_N0209_R078_T35LQK_20200422T120634,ROI_3815
765,ROI_3824,S2A_MSIL1C_20191103T084121_N0208_R064_T34KCG_20191103T104414,ROI_3824
766,ROI_3824,S2A_MSIL1C_20191123T084301_N0208_R064_T34KCG_20191123T100849,ROI_3824
767,ROI_3824,S2A_MSIL1C_20200122T084241_N0208_R064_T34KCG_20200122T100739,ROI_3824
768,ROI_3824,S2A_MSIL1C_20200302T083841_N0209_R064_T34KCG_20200302T122020,ROI_3824
769,ROI_3824,S2A_MSIL1C_20200322T083621_N0209_R064_T34KCG_20200322T110526,ROI_3824
770,ROI_3838,S2B_MSIL1C_20190321T075619_N0207_R035_T35HLE_20190321T114118,ROI_3838
771,ROI_3838,S2B_MSIL1C_20190410T075619_N0207_R035_T35HLE_20190410T131630,ROI_3838
772,ROI_3838,S2A_MSIL1C_20190505T075611_N0207_R035_T35HLE_20190505T101525,ROI_3838
773,ROI_3838,S2A_MSIL1C_20200229T075841_N0209_R035_T35HLE_20200229T100851,ROI_3838
774,ROI_3838,S2B_MSIL1C_20200713T075609_N0209_R035_T35HLE_20200713T105716,ROI_3838
